job_post_id,client_id,job_title,job_description,project_type,project_scope,experience_level,status,domain
7697a90f-ab41-41d2-a7ce-461901440e84,310f84c8-4bc9-4deb-a284-2e5db64ea16c,Senior Mobile Developer,"Project posting: Mobile contractor at the entry level. We need someone to migrate an existing Cordova app to Flutter with feature parity. On top of that, you may help with build a marketplace Android app supporting saved searches and chat negotiation. Engagement is fully remote; team timezones are GMT+7 and GMT−5.",team,large,entry,filled,mobile
d9d5d4a9-0676-473b-a73d-bcd596ef8a18,9895804d-0a1c-4fc0-a323-95b45cfb05ff,Web Development Engineer,Our team needs an entry Fullstack freelancer to support an active project. Primary deliverable: Build a peer-to-peer rental platform with calendar availability and damage deposits. Familiarity with our broader stack (see job role skills) is expected. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.,team,small,entry,active,fullstack
84ebb7e1-6a51-432b-8e31-04830f342c6d,e03a7db8-3eb1-4280-ad1d-c6b63f5a13fa,Backend API Developer,"Seeking a Backend specialist (level: entry) for a 4–12 week engagement. We need someone to design a rate-limiting layer for a public API serving 10k requests per minute. Secondary tasks may include implement event sourcing for an e-commerce order lifecycle. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Weekly written status updates expected, with one async video walkthrough per milestone.",team,small,entry,active,backend
7f8f00bc-58ac-4f69-9494-19ca8f3600f5,77e348b8-6847-4c05-bd48-b8fc2d8cb729,Web3 Developer,We are looking to hire a intermediate-level contributor for a remote Blockchain engagement. Core work: Develop a wallet-connect onboarding flow for a Web3 game. Secondary tasks may include implement a cross-chain bridge between Ethereum and Polygon using lock-and-mint. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Delivery is in two-week iterations with a demo at the end of each cycle.,team,large,intermediate,filled,blockchain
82fa1d36-a836-4337-9b4d-6290ea845860,3e6a0832-49d6-4fb0-b142-48b71bf0a49f,Data Science Engineer,We are looking to hire a expert-level contributor for a remote Ml/Ai engagement. We need someone to train an image-tagging model and deploy via FastAPI with GPU autoscaling on Kubernetes. There is also some adjacent work around create a resume parser extracting structured fields with confidence scores. We expect clear documentation of decisions and trade-offs. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.,individual,medium,expert,active,ml_ai
86fa0d51-3602-4fbd-8846-d2f6fd374727,4dd6dce9-6ab0-4692-9f97-79db5bb74755,Blockchain Developer,We are looking to hire a entry-level contributor for a remote Blockchain engagement. Core work: Implement a cross-chain bridge between Ethereum and Polygon using lock-and-mint. Familiarity with our broader stack (see job role skills) is expected. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.,individual,small,entry,filled,blockchain
b0c93fa1-755b-4319-9339-42c98b8a4036,fa4487bc-ca64-4d36-a54a-1adaa024a881,DevOps Development Specialist,Our team needs an intermediate Devops freelancer to support an active project. We need someone to implement blue/green deploys with automated rollback on failed health checks. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Engagement is fully remote; team timezones are GMT+7 and GMT−5.,individual,small,intermediate,active,devops
437b36d6-3d3b-4bb1-8383-48b55c5d1b95,d596a0dd-6ed2-4527-b5e9-16200c8c7a2e,DevOps Development Specialist,"Seeking a Devops specialist (level: expert) for a 4–12 week engagement. We need someone to centralise logging with Loki + Grafana, retention tuned for 30 days. Secondary tasks may include design a multi-region active-active setup with global load balancing. We expect clear documentation of decisions and trade-offs. Engagement is fully remote; team timezones are GMT+7 and GMT−5.",team,medium,expert,closed,devops
82f242d6-1726-4f46-98f5-2ad1932ab0eb,b2662d7e-48de-4a50-9a4f-28b9aa9ce9a6,Mid-level Mobile Developer,"Seeking a Mobile specialist (level: intermediate) for a 4–12 week engagement. The main scope is: Build a marketplace Android app supporting saved searches and chat negotiation. Stretch goal if time allows: Develop a health-tracking iOS app with HealthKit and an Apple Watch companion. We expect clear documentation of decisions and trade-offs. Weekly written status updates expected, with one async video walkthrough per milestone.",team,medium,intermediate,active,mobile
9df9283f-3c8d-4004-8497-01524b2f48f4,cde64f4f-fd00-4857-85db-b5dca28af45e,App Development Specialist,"Seeking a Mobile specialist (level: intermediate) for a 4–12 week engagement. We need someone to build a marketplace Android app supporting saved searches and chat negotiation. Secondary tasks may include develop a health-tracking iOS app with HealthKit and an Apple Watch companion. Two-week iteration cadence with one async demo per cycle. Weekly written status updates expected, with one async video walkthrough per milestone.",team,large,intermediate,active,mobile
ffd8a3fc-0553-49cf-8206-30e53b9ce9f8,7e7e96be-b352-4c08-860f-d8a99f26f36d,Lead Full-Stack Developer,"Our team needs an expert Fullstack freelancer to support an active project. Primary deliverable: Create an internal billing tool with multi-currency invoicing and tax calculations. There is also some adjacent work around build the MVP for a fitness-tracking SaaS — Next.js app, PostgreSQL, Stripe billing. Weekly written status updates expected, with one async video walkthrough per milestone.",team,medium,expert,active,fullstack
752108ce-082c-4888-a87a-3a5187e4362e,8268b064-5685-4418-8e2f-b3816c4a7bc1,Backend API Developer,"Open contract: Backend work suited to a entry contributor. Primary deliverable: Implement event sourcing for an e-commerce order lifecycle. Stretch goal if time allows: Implement a Stripe-style webhook receiver with idempotent retries and dead-letter queue. You should be comfortable owning the work end-to-end and writing brief weekly updates. Weekly written status updates expected, with one async video walkthrough per milestone.",individual,large,entry,closed,backend
8d49abdc-05dc-4e15-a665-f1ca7cab6f53,1c16385e-d582-44e5-9ced-4eb2bbf3f06c,Data Science Engineer,Seeking a Ml/Ai specialist (level: expert) for a 4–12 week engagement. Core work: Develop a recommendation system for a media platform — collaborative + content-based hybrid. We expect clear documentation of decisions and trade-offs. Code is reviewed in pull requests; mainline must always be deployable.,team,medium,expert,filled,ml_ai
410dd16e-b256-402f-bf63-cc12e8b29a14,b3846c64-65bc-45c9-9cb7-12c24e30f0a3,Site Reliability Engineer,Our team needs an intermediate Devops freelancer to support an active project. The main scope is: Implement secret rotation across services using AWS Secrets Manager. Secondary tasks may include set up an on-call rotation with PagerDuty integration and runbook automation. Familiarity with our broader stack (see job role skills) is expected. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.,individual,large,intermediate,active,devops
7022679f-7b96-477a-bfe1-5d242a60d576,afbb2ebf-203d-4d39-b7bf-2229144b1b1b,Smart Contract Development Specialist,"Open contract: Blockchain work suited to a expert contributor. Primary deliverable: Implement a cross-chain bridge between Ethereum and Polygon using lock-and-mint. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Weekly written status updates expected, with one async video walkthrough per milestone.",team,small,expert,active,blockchain
213e20eb-4dfc-4250-a66c-90aca82c1256,13873e7c-30ca-450c-a8bb-2a8e1e6d3d8a,Junior Frontend Engineer,"Seeking a Frontend specialist (level: expert) for a 4–12 week engagement. The main scope is: Build a real-time chat UI with typing indicators, read receipts, and file uploads. On top of that, you may help with create a design-system library with 30 components, dark mode, and Storybook docs. You should be comfortable owning the work end-to-end and writing brief weekly updates. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.",individual,large,expert,filled,frontend
ca8613a6-2845-4fc6-81ba-0ed855342b57,7c3b1cc0-a182-4284-b0a4-8f7366bdbaff,App Development Specialist,Seeking a Mobile specialist (level: intermediate) for a 4–12 week engagement. Primary deliverable: Build a marketplace Android app supporting saved searches and chat negotiation. There is also some adjacent work around add live video streaming to an existing app using WebRTC. Good written English is required for async stand-ups; Bahasa Indonesia is a plus.,individual,medium,intermediate,active,mobile
ec6e53df-ddbb-4631-ba63-fea8cf4a4973,e4e58a21-2678-4050-90b5-db662b71e88b,Junior Mobile Developer,"We are looking to hire a entry-level contributor for a remote Mobile engagement. Core work: Add live video streaming to an existing app using WebRTC. On top of that, you may help with build a habit-tracking app with streaks, reminders, and Apple/Google Health sync. Familiarity with our broader stack (see job role skills) is expected. Weekly written status updates expected, with one async video walkthrough per milestone.",individual,medium,entry,active,mobile
757430ba-47a3-4459-b691-4d32aee42924,ef5eb834-4eda-4349-9272-223e3453a981,Web Development Frontend,Seeking a Frontend specialist (level: intermediate) for a 4–12 week engagement. Core work: Implement an editable Kanban board with drag-and-drop and live multi-user updates. Stretch goal if time allows: Create a marketing landing page with WebGL hero animation and 95+ Lighthouse score. Familiarity with our broader stack (see job role skills) is expected.,individual,small,intermediate,active,frontend
e27c3079-4835-4469-8210-7977b144bfdd,a844303b-08d3-45f0-840b-29aafb33b74f,Mid-level Mobile Developer,Seeking a Mobile specialist (level: intermediate) for a 4–12 week engagement. Core work: Develop a health-tracking iOS app with HealthKit and an Apple Watch companion. Two-week iteration cadence with one async demo per cycle.,individual,medium,intermediate,active,mobile
9d3eee89-1b62-4dd7-a369-4c503758c222,d07feccc-d0ad-45bc-9b49-d8a5925c90f7,Cloud Infrastructure Engineer,"Open contract: Devops work suited to a intermediate contributor. We need someone to migrate a monolith to ECS Fargate, cutting deploy time from 25 to 4 minutes. Stretch goal if time allows: Set up an on-call rotation with PagerDuty integration and runbook automation. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Code is reviewed in pull requests; mainline must always be deployable.",individual,large,intermediate,filled,devops
e7c2352e-6413-4362-b998-a18b321cf8ed,f0572a15-9a3d-42a9-9cda-3061231c0a83,iOS Developer,"Our team needs an intermediate Mobile freelancer to support an active project. Primary deliverable: Build a habit-tracking app with streaks, reminders, and Apple/Google Health sync. Prior experience shipping similar projects is required — please link relevant work. Code is reviewed in pull requests; mainline must always be deployable.",individual,large,intermediate,active,mobile
fe7f2c26-3b55-430c-940e-4411deb59f26,c0af5390-b677-458b-bcfe-b56f6cdc70bd,Mid-level iOS Developer,We are looking to hire a intermediate-level contributor for a remote Mobile engagement. The main scope is: Migrate an existing Cordova app to Flutter with feature parity. Stretch goal if time allows: Create a banking transaction-history app with biometric login and offline view. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.,team,small,intermediate,closed,mobile
d36c78ad-54e9-4323-a8a4-43827552df53,ad08e0c6-e8b7-44ae-a834-8bd163194800,Frontend Development Specialist,Seeking a Frontend specialist (level: expert) for a 4–12 week engagement. Core work: Optimise an existing React app from 6s LCP to under 2s on 3G. Stretch goal if time allows: Implement an editable Kanban board with drag-and-drop and live multi-user updates. Prior experience shipping similar projects is required — please link relevant work.,team,small,expert,active,frontend
cb680840-8e03-4419-b3ee-6d7480f71540,3ff29235-e6d7-4ad5-b848-6ecf52e727c6,Mobile Development Engineer,"Seeking a Mobile specialist (level: entry) for a 4–12 week engagement. Primary deliverable: Implement a travel itinerary builder with airline schedule sync and weather overlays. On top of that, you may help with build a food-delivery rider app with GPS tracking, push notifications, and in-app payments. You should be comfortable owning the work end-to-end and writing brief weekly updates. Delivery is in two-week iterations with a demo at the end of each cycle.",individual,small,entry,active,mobile
471c4662-5697-42fa-8243-445b55732faa,6ee198d4-3c9b-4237-a4cb-b8f1d9fc66cb,Junior DevOps Developer,"Seeking a Devops specialist (level: intermediate) for a 4–12 week engagement. Primary deliverable: Migrate a monolith to ECS Fargate, cutting deploy time from 25 to 4 minutes.",team,small,intermediate,active,devops
9d3fd6e1-4bd4-4335-b983-5796afc0b8dc,568753a6-3dd6-4d78-bda0-d07b1b650845,Data Science Engineer,"Project posting: Ml/Ai contractor at the expert level. Core work: Build a churn prediction model with explainability via SHAP for the success team. Secondary tasks may include create a resume parser extracting structured fields with confidence scores. Familiarity with our broader stack (see job role skills) is expected. Weekly written status updates expected, with one async video walkthrough per milestone.",team,medium,expert,active,ml_ai
a8ff9577-c823-4030-adc7-82c36a2cbf18,4d5b232c-e1fe-4c91-ad3e-c7beedccedcb,Backend Development Engineer,"Open contract: Backend work suited to a entry contributor. The main scope is: Refactor a monolithic Django backend into 3 microservices behind an API gateway. Stretch goal if time allows: Design a rate-limiting layer for a public API serving 10k requests per minute. We expect clear documentation of decisions and trade-offs. Weekly written status updates expected, with one async video walkthrough per milestone.",team,large,entry,active,backend
0443b676-c0c7-4579-9f32-e5eaf49c14b0,d063768d-12f1-4a37-add6-d7820b293074,Mobile Development Engineer,Open contract: Mobile work suited to a expert contributor. We need someone to implement a travel itinerary builder with airline schedule sync and weather overlays. Stretch goal if time allows: Develop a health-tracking iOS app with HealthKit and an Apple Watch companion. Prior experience shipping similar projects is required — please link relevant work. Engagement is fully remote; team timezones are GMT+7 and GMT−5.,individual,small,expert,active,mobile
f7fa92d1-5b70-4f0e-afa6-5ec92cce7174,ac649315-f6c7-4b8a-9bfd-57f6621e1a63,Frontend Development Specialist,We are looking to hire a entry-level contributor for a remote Frontend engagement. Primary deliverable: Add accessibility (WCAG 2.1 AA) compliance to an existing SaaS product. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.,individual,large,entry,filled,frontend
27cbb841-3f4d-40cc-896f-b225f49771e2,5ca31d1c-1dfa-4d73-a39c-92e3be101666,UI/UX Design Engineer,We are looking to hire a intermediate-level contributor for a remote Design engagement. The main scope is: Marketing site for a B2B SaaS product including illustrations and motion. There is also some adjacent work around user research study (12 interviews + synthesis) for a fintech product. You should be comfortable owning the work end-to-end and writing brief weekly updates. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.,team,large,intermediate,filled,design
a73f0c5f-b8f9-437f-a6c6-acbc299e43bc,3c788a40-8c97-4e2d-8a3a-4d2d0d33ec15,Senior DevOps Engineer,"We are looking to hire a entry-level contributor for a remote Devops engagement. We need someone to build a self-service deploy platform for internal teams using GitHub Actions. On top of that, you may help with audit AWS spend and implement right-sizing recommendations to cut 30% cost. You should be comfortable owning the work end-to-end and writing brief weekly updates. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.",individual,small,entry,active,devops
16180776-8b84-49db-998d-d6720abfa739,9d3ba089-ba4b-48e9-a09b-fb425dd792f9,Blockchain Development Engineer,"Open contract: Blockchain work suited to a intermediate contributor. Core work: Build a DEX router supporting Uniswap V3 and SushiSwap with slippage protection. On top of that, you may help with audit and patch a lending protocol — disclose findings with severity ratings. Prior experience shipping similar projects is required — please link relevant work. Code is reviewed in pull requests; mainline must always be deployable.",individual,large,intermediate,active,blockchain
07e4bf36-fe89-451a-b0da-acd0c12c035c,5e489e86-2248-420b-9711-5c12f1b90acb,Web Development Engineer,"Our team needs an intermediate Fullstack freelancer to support an active project. We need someone to create a B2B vendor portal with invoice generation, e-signing, and audit trail. There is also some adjacent work around implement a subscription analytics dashboard pulling from MRR, churn, and LTV metrics. You should be comfortable owning the work end-to-end and writing brief weekly updates. Delivery is in two-week iterations with a demo at the end of each cycle.",individual,small,intermediate,active,fullstack
14ca9baa-8977-43d2-886e-1aa898775525,25556ab8-0fed-40c5-9163-346adcb435e1,Mid-level Mobile Developer,Our team needs an intermediate Mobile freelancer to support an active project. Primary deliverable: Implement a travel itinerary builder with airline schedule sync and weather overlays. There is also some adjacent work around build a marketplace Android app supporting saved searches and chat negotiation. Good written English is required for async stand-ups; Bahasa Indonesia is a plus.,individual,medium,intermediate,active,mobile
b2900f57-870d-49dc-85c2-204bd0ccf3a8,33197c14-6d88-42ee-bf67-73595f73bf9f,UI Development Engineer,"Seeking a Frontend specialist (level: expert) for a 4–12 week engagement. The main scope is: Build an interactive data-viz dashboard using D3 and React. Familiarity with our broader stack (see job role skills) is expected. Weekly written status updates expected, with one async video walkthrough per milestone.",team,large,expert,filled,frontend
a6625f48-18da-4dc8-a151-9ec2a0f69925,690c3cf4-9be0-4926-827e-bee20cada8b9,Web Development Frontend,"Seeking a Frontend specialist (level: expert) for a 4–12 week engagement. The main scope is: Build a real-time chat UI with typing indicators, read receipts, and file uploads. Secondary tasks may include create a marketing landing page with WebGL hero animation and 95+ Lighthouse score. Familiarity with our broader stack (see job role skills) is expected. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.",team,small,expert,filled,frontend
7114417a-91b5-496e-802d-5480d1354d36,0a428233-90ad-4c4b-bbc1-59b57be9ac67,Senior Android Developer,Our team needs an expert Mobile freelancer to support an active project. Core work: Add live video streaming to an existing app using WebRTC. Stretch goal if time allows: Create a banking transaction-history app with biometric login and offline view. Code is reviewed in pull requests; mainline must always be deployable.,team,large,expert,closed,mobile
6de6543f-8c87-488c-ba3f-e22a38627584,61669c60-f821-4581-84b1-a3799cda3e69,Mid-level Frontend Developer,Open contract: Frontend work suited to a expert contributor. Core work: Optimise an existing React app from 6s LCP to under 2s on 3G. There is also some adjacent work around build an interactive data-viz dashboard using D3 and React. Familiarity with our broader stack (see job role skills) is expected. Code is reviewed in pull requests; mainline must always be deployable.,individual,medium,expert,active,frontend
cb6e553f-11bb-479b-b1f5-b303b7de8d7e,c32d2667-2b87-4a26-82b7-8d2f1900457b,Product Design Specialist,Our team needs an intermediate Design freelancer to support an active project. The main scope is: Internal tool UX overhaul to reduce support tickets by 30%. There is also some adjacent work around user research study (12 interviews + synthesis) for a fintech product. Good written English is required for async stand-ups; Bahasa Indonesia is a plus.,team,medium,intermediate,active,design
f0b78a52-ef7d-4351-ade6-985710ae0ca5,fb025d76-d87a-4bef-b795-0caaff1f01f6,Cloud Infrastructure Engineer,Open contract: Devops work suited to a entry contributor. The main scope is: Set up an on-call rotation with PagerDuty integration and runbook automation. Secondary tasks may include implement blue/green deploys with automated rollback on failed health checks. We expect clear documentation of decisions and trade-offs. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.,team,medium,entry,active,devops
b4255550-297f-4392-aaec-ca6c70515e8c,e6f643b4-bf68-4ddf-a202-7297906a5df7,Backend API Developer,Open contract: Backend work suited to a entry contributor. Core work: Implement event sourcing for an e-commerce order lifecycle. Secondary tasks may include design a PostgreSQL schema for multi-tenant invoicing with row-level security. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Delivery is in two-week iterations with a demo at the end of each cycle.,team,medium,entry,active,backend
5c4b166a-987f-4743-8c17-68093bfa9ff5,75503ab7-9d78-4f82-bb6e-c489c8a27537,Smart Contract Development Specialist,Project posting: Blockchain contractor at the intermediate level. We need someone to build a DEX router supporting Uniswap V3 and SushiSwap with slippage protection. Secondary tasks may include create a DAO governance module with weighted voting and on-chain proposal storage. Two-week iteration cadence with one async demo per cycle.,team,medium,intermediate,active,blockchain
1cf491a5-610d-46b9-92e2-8ec4a8fc1ba5,f8e589f9-c3b4-4eaa-8838-8b3071b6db9e,Backend Engineer,Seeking a Backend specialist (level: intermediate) for a 4–12 week engagement. We need someone to build an internal admin tool with audit log and granular permissions. Familiarity with our broader stack (see job role skills) is expected.,individual,small,intermediate,closed,backend
5f8f4c1d-ed72-4ca0-b573-f005092f3f1f,545d037c-a7dc-4b80-9ee7-b39f3eb03de8,Lead Mobile Developer,"Open contract: Mobile work suited to a entry contributor. The main scope is: Build a food-delivery rider app with GPS tracking, push notifications, and in-app payments. We expect clear documentation of decisions and trade-offs. Delivery is in two-week iterations with a demo at the end of each cycle.",team,small,entry,active,mobile
821f7d4e-04b0-4c84-aa65-38f545273b30,cd6892e9-6232-4baa-be41-d4a5feb41947,Mobile Development Engineer,"Open contract: Mobile work suited to a intermediate contributor. Primary deliverable: Migrate an existing Cordova app to Flutter with feature parity. There is also some adjacent work around build a food-delivery rider app with GPS tracking, push notifications, and in-app payments. Weekly written status updates expected, with one async video walkthrough per milestone.",individual,medium,intermediate,active,mobile
01083ae5-1898-40e9-a399-07b40ae65f07,64d53bc2-c0ae-4d38-b877-1b057f853d24,UX Design Developer,Seeking a Design specialist (level: expert) for a 4–12 week engagement. The main scope is: Internal tool UX overhaul to reduce support tickets by 30%. Stretch goal if time allows: Mobile app redesign — measurably reduce onboarding drop-off (currently 60%). Two-week iteration cadence with one async demo per cycle. Delivery is in two-week iterations with a demo at the end of each cycle.,team,small,expert,active,design
bbe54299-7a6f-49ca-8a3c-ca660914333a,6bd5fdd7-381e-4a44-b1c7-864cd32f9ee7,Mid-level Frontend Developer,"Seeking a Frontend specialist (level: intermediate) for a 4–12 week engagement. We need someone to add accessibility (WCAG 2.1 AA) compliance to an existing SaaS product. Secondary tasks may include create a design-system library with 30 components, dark mode, and Storybook docs. Engagement is fully remote; team timezones are GMT+7 and GMT−5.",team,medium,intermediate,filled,frontend
86ccfd9e-1c47-4c22-bf51-da574e69922d,39ecabc7-0860-4f4e-94ee-d156004e4d6e,Machine Learning Development,"Project posting: Ml/Ai contractor at the entry level. We need someone to build a sales-forecast model integrated into a finance dashboard, MAPE under 8%. On top of that, you may help with fine-tune an LLM on internal knowledge base for an internal Q&A bot. Code is reviewed in pull requests; mainline must always be deployable.",individual,small,entry,active,ml_ai
6f40ac61-38d7-4bce-b37c-83634c4ad77f,4e077d09-bdf9-4bc3-9521-630e8daeaae4,Web Development Frontend,"Open contract: Frontend work suited to a entry contributor. Primary deliverable: Create a design-system library with 30 components, dark mode, and Storybook docs. Secondary tasks may include refactor an Angular app to React with feature parity over 4 weeks. Two-week iteration cadence with one async demo per cycle. Code is reviewed in pull requests; mainline must always be deployable.",individual,medium,entry,active,frontend
9adcf5df-548e-431e-b558-33c94624fed0,5f6f8478-0fac-4703-b823-2171f971ace3,Web Development Engineer,Open contract: Fullstack work suited to a expert contributor. Core work: Create an internal billing tool with multi-currency invoicing and tax calculations. Stretch goal if time allows: Build an inventory management web app with barcode scanning on mobile and desktop. Delivery is in two-week iterations with a demo at the end of each cycle.,team,large,expert,closed,fullstack
f9c4baaf-f5be-49ae-b3bc-457776e63f77,710cdb24-9e78-4ad3-a467-f2212024e0ee,Frontend Development Specialist,Our team needs an expert Frontend freelancer to support an active project. Primary deliverable: Build an interactive data-viz dashboard using D3 and React. There is also some adjacent work around refactor an Angular app to React with feature parity over 4 weeks. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Delivery is in two-week iterations with a demo at the end of each cycle.,team,small,expert,filled,frontend
a106e604-abc9-4dd8-b3f7-038130128a4d,befd47be-08c0-4720-978e-4021e5e9a94e,Senior Blockchain Developer,Open contract: Blockchain work suited to a intermediate contributor. The main scope is: Build a DEX router supporting Uniswap V3 and SushiSwap with slippage protection. There is also some adjacent work around build a yield-aggregator vault with composable strategy modules. We expect clear documentation of decisions and trade-offs. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.,individual,small,intermediate,filled,blockchain
6f717676-82dc-4b42-a83c-5300e0b9c958,31a1f205-a54f-442f-8642-ff9a4c6c8546,Lead Solidity Engineer,Our team needs an expert Blockchain freelancer to support an active project. Core work: Develop a wallet-connect onboarding flow for a Web3 game. Secondary tasks may include build a yield-aggregator vault with composable strategy modules. Engagement is fully remote; team timezones are GMT+7 and GMT−5.,team,medium,expert,active,blockchain
6b099022-f16d-41cc-8571-1509bc29f36f,1baf8d02-397e-4264-b9a4-1fc26d5eb71d,Lead Frontend Developer,"Seeking a Frontend specialist (level: intermediate) for a 4–12 week engagement. Primary deliverable: Create a design-system library with 30 components, dark mode, and Storybook docs. Stretch goal if time allows: Build an interactive data-viz dashboard using D3 and React. Prior experience shipping similar projects is required — please link relevant work. Engagement is fully remote; team timezones are GMT+7 and GMT−5.",individual,medium,intermediate,active,frontend
9563e3e9-c01c-4149-b329-b059c3122345,da3f193c-9aa0-4a16-866a-b997b6447c17,UI/UX Design Engineer,We are looking to hire a intermediate-level contributor for a remote Design engagement. Primary deliverable: Marketing site for a B2B SaaS product including illustrations and motion. Stretch goal if time allows: User research study (12 interviews + synthesis) for a fintech product. Familiarity with our broader stack (see job role skills) is expected. Delivery is in two-week iterations with a demo at the end of each cycle.,team,large,intermediate,active,design
d4c04b48-1f0b-4aa4-933b-5fea8e24a1cd,27648c8c-456c-48db-b917-ab37173f4556,Full-Stack Developer,"Project posting: Fullstack contractor at the intermediate level. The main scope is: Build a peer-to-peer rental platform with calendar availability and damage deposits. On top of that, you may help with create a B2B vendor portal with invoice generation, e-signing, and audit trail. We expect clear documentation of decisions and trade-offs.",individual,medium,intermediate,active,fullstack
98ed670b-c21c-4a26-a35e-986d09a7a1d3,5bf6ffb0-e6d5-4a11-84f4-d9380f64ab77,Cloud Infrastructure Engineer,"Seeking a Devops specialist (level: entry) for a 4–12 week engagement. Primary deliverable: Audit AWS spend and implement right-sizing recommendations to cut 30% cost. On top of that, you may help with set up an on-call rotation with PagerDuty integration and runbook automation. Two-week iteration cadence with one async demo per cycle. Engagement is fully remote; team timezones are GMT+7 and GMT−5.",individual,medium,entry,active,devops
767db430-4055-4afd-8499-43662754be8e,b55f1f93-c0bc-4ca9-b677-086d589cb91f,Machine Learning Development,Our team needs an intermediate Ml/Ai freelancer to support an active project. The main scope is: Implement a document RAG pipeline retrieving from 50k internal PDFs with citation tracking. You should be comfortable owning the work end-to-end and writing brief weekly updates. Engagement is fully remote; team timezones are GMT+7 and GMT−5.,individual,large,intermediate,closed,ml_ai
1b8a5e73-dfe9-470a-bc82-caf29f432c75,b01e616d-a747-4e3b-8b05-7192d5bdd6a3,Lead UI/UX Designer,"Project posting: Design contractor at the expert level. Core work: Create high-fidelity prototypes for a new feature flow with usability testing rounds. Secondary tasks may include brand redesign for an EdTech startup — logo, type system, web and print collateral. Two-week iteration cadence with one async demo per cycle. Engagement is fully remote; team timezones are GMT+7 and GMT−5.",team,medium,expert,filled,design
4398f4f6-e2b6-4e3b-8dbe-308e31221f88,f23b00dc-3128-4d04-b516-7522ec1fa7dc,Junior Mobile Developer,Seeking a Mobile specialist (level: entry) for a 4–12 week engagement. Primary deliverable: Create a banking transaction-history app with biometric login and offline view. We expect clear documentation of decisions and trade-offs.,team,small,entry,active,mobile
9759cfd2-eb74-4aee-ae27-e48d7a068b3f,b315dca1-4372-4995-940c-eb1414c6f323,Web Development Engineer,"Our team needs an entry Fullstack freelancer to support an active project. Core work: Implement a subscription analytics dashboard pulling from MRR, churn, and LTV metrics. Two-week iteration cadence with one async demo per cycle. Payment is milestone-based; budget includes bug fixes within 30 days of delivery.",team,medium,entry,filled,fullstack
59476e14-8ea1-43e8-9a75-32c77f20b714,af8a0454-6a94-482c-8e5c-8be39bb8d763,Full Stack Engineer,"Seeking a Fullstack specialist (level: intermediate) for a 4–12 week engagement. We need someone to build an inventory management web app with barcode scanning on mobile and desktop. Secondary tasks may include build the MVP for a fitness-tracking SaaS — Next.js app, PostgreSQL, Stripe billing. Prior experience shipping similar projects is required — please link relevant work. Engagement is fully remote; team timezones are GMT+7 and GMT−5.",team,large,intermediate,active,fullstack
dcf0c816-aa7c-428b-981d-f9d7f798ca13,41d087b8-d8be-4ae6-8df7-1b2d4688b57b,Cloud Infrastructure Engineer,"Our team needs an expert Devops freelancer to support an active project. Core work: Implement blue/green deploys with automated rollback on failed health checks. On top of that, you may help with set up Terraform modules for repeatable VPC, RDS, and IAM provisioning. Good written English is required for async stand-ups; Bahasa Indonesia is a plus. Engagement is fully remote; team timezones are GMT+7 and GMT−5.",team,medium,expert,active,devops
6b19debc-35b9-4aee-a8e9-5a7e95930a24,2c60a366-a3ae-4fe0-9c04-0aa0a956da26,Junior DevOps Developer,"We are looking to hire a entry-level contributor for a remote Devops engagement. We need someone to set up Terraform modules for repeatable VPC, RDS, and IAM provisioning. Stretch goal if time allows: Build a self-service deploy platform for internal teams using GitHub Actions. You should be comfortable owning the work end-to-end and writing brief weekly updates. Weekly written status updates expected, with one async video walkthrough per milestone.",individual,small,entry,active,devops
21045143-adeb-4278-8ab5-dc8b1cbec9ec,342e04e7-d033-43c5-ad72-ac69ecd005cb,Cloud Infrastructure Engineer,"Seeking a Devops specialist (level: intermediate) for a 4–12 week engagement. The main scope is: Centralise logging with Loki + Grafana, retention tuned for 30 days. Secondary tasks may include set up an on-call rotation with PagerDuty integration and runbook automation. Prior experience shipping similar projects is required — please link relevant work. Weekly written status updates expected, with one async video walkthrough per milestone.",individual,small,intermediate,filled,devops
49d1a8a0-1863-4d79-8c2e-ee5a28cfc61d,12ee5d8d-8259-442e-bed0-1375df0dbab6,Web3 Developer,"Our team needs an intermediate Blockchain freelancer to support an active project. Core work: Implement a subgraph indexer for an existing protocol with 6 entity types. Weekly written status updates expected, with one async video walkthrough per milestone.",team,large,intermediate,filled,blockchain
