portfolio_id,freelancer_id,project_title,project_description,completion_date,is_auto_generated
c8a0c6e8-b12a-4669-8316-f09f45d34e19,1d62895a-63d8-4e79-86b6-36c4c3682ab5,"Devops Showcase: Set up Terraform modules for repeatable VPC, RDS, ","Set up Terraform modules for repeatable VPC, RDS, and IAM provisioning. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.",2023-12-15,0
5d9164ea-a7e2-4b1e-be83-9d45f028327b,c4a3430e-fcf3-45c3-a2fb-6c473723246c,Blockchain Engagement — 2025,Completed project: Audited and patched a lending protocol — disclosed two medium findings. Delivered for client engagement.,2025-12-04,1
331e5b84-8642-4d52-9f6b-f6a7119cea03,4b3ceff8-51f0-4ae9-ba9a-153b920572cd,"Fullstack Showcase: Booking platform integrating Google Calendar, vide","Booking platform integrating Google Calendar, video calls, and SMS reminders. Personal/showcase project; full case-study available on request. Tech stack reflects core Fullstack expertise.",2023-01-19,0
89c9c1f6-a93e-4a44-8116-8f4b9c6a35d8,4b3ceff8-51f0-4ae9-ba9a-153b920572cd,Fullstack Engagement — 2022,"Completed project: Booking platform integrating Google Calendar, video calls, and SMS reminders. Delivered for client engagement.",2022-11-20,1
9aac7d14-1d2a-4957-b37b-bc11b1243925,4b3ceff8-51f0-4ae9-ba9a-153b920572cd,Fullstack Engagement — 2023,"Completed project: Booking platform integrating Google Calendar, video calls, and SMS reminders. Delivered for client engagement.",2023-08-17,1
ac0c7d36-25dc-4bde-b1f1-f63f0f549f32,60d212e1-805c-4321-8bef-594d8ec7275b,Devops Engagement — 2022,"Completed project: Migrated a monolith to ECS Fargate, cutting deploy time from 25 to 4 minutes. Delivered for client engagement.",2022-11-20,1
5f3a794d-1bae-481c-a3c1-5775bc9c3923,60d212e1-805c-4321-8bef-594d8ec7275b,Devops Showcase: On-call rotation with PagerDuty integration and ru,On-call rotation with PagerDuty integration and runbook automation. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.,2024-11-09,0
f0dfdc8e-e51c-4179-97a2-517068405654,60d212e1-805c-4321-8bef-594d8ec7275b,"Devops Showcase: Centralised logging with Loki + Grafana, retention","Centralised logging with Loki + Grafana, retention tuned for 30 days. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.",2024-05-13,0
ffd6eb7d-9b8c-4749-871e-5cbb06529adb,60d212e1-805c-4321-8bef-594d8ec7275b,Devops Engagement — 2025,Completed project: On-call rotation with PagerDuty integration and runbook automation. Delivered for client engagement.,2025-07-07,1
9dfaa074-8cc1-415c-be4e-07ff0064943e,8a10eb1f-c2c2-4d23-a44d-6f738ff6f771,Devops Showcase: Implemented blue/green deploys with automated roll,Implemented blue/green deploys with automated rollback on failed health checks. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.,2024-02-13,0
1ca1faa6-2a91-4cd8-92c7-89a8a180e8d6,8a10eb1f-c2c2-4d23-a44d-6f738ff6f771,Devops Engagement — 2022,Completed project: On-call rotation with PagerDuty integration and runbook automation. Delivered for client engagement.,2022-08-22,1
e03ec18b-fe2d-4ce1-8e70-46483c7fe93e,8a10eb1f-c2c2-4d23-a44d-6f738ff6f771,Devops Showcase: On-call rotation with PagerDuty integration and ru,On-call rotation with PagerDuty integration and runbook automation. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.,2023-04-19,0
2958405f-12fa-4d3e-8a79-850fa0da98a1,8a10eb1f-c2c2-4d23-a44d-6f738ff6f771,Devops Engagement — 2024,"Completed project: Centralised logging with Loki + Grafana, retention tuned for 30 days. Delivered for client engagement.",2024-08-11,1
f99ce39a-0ccb-4451-9f36-97924f5f55c2,26a433c8-0257-4b0c-b781-b5b2ecf842ae,Blockchain Showcase: Cross-chain bridge between Ethereum and Polygon us,Cross-chain bridge between Ethereum and Polygon using lock-and-mint. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2023-05-19,0
b23e2314-6c3a-4306-a6fb-4eec224a5839,26a433c8-0257-4b0c-b781-b5b2ecf842ae,Blockchain Showcase: Audited and patched a lending protocol — disclosed,Audited and patched a lending protocol — disclosed two medium findings. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2026-03-04,0
4d757dd2-5fd6-4056-8769-988643cc04bf,26a433c8-0257-4b0c-b781-b5b2ecf842ae,Blockchain Showcase: DEX router supporting Uniswap V3 and SushiSwap wit,DEX router supporting Uniswap V3 and SushiSwap with slippage protection. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2024-05-13,0
8b257f0f-d8f8-4044-97c0-2c234a0d3b1c,1f93546d-7d58-477a-b666-636ec235a97c,"Fullstack Showcase: Subscription analytics dashboard pulling from MRR,","Subscription analytics dashboard pulling from MRR, churn, and LTV metrics. Personal/showcase project; full case-study available on request. Tech stack reflects core Fullstack expertise.",2024-04-13,0
95e55d60-6194-453a-a567-8caaf43cf8fc,af7bfb0c-d60e-4c00-bd66-aa79939138bc,Design Showcase: Marketing site for a B2B SaaS product including il,Marketing site for a B2B SaaS product including illustrations and motion. Personal/showcase project; full case-study available on request. Tech stack reflects core Design expertise.,2024-02-13,0
a6e60358-f0b5-446d-9c34-95057899c4dc,af7bfb0c-d60e-4c00-bd66-aa79939138bc,Design Engagement — 2023,Completed project: Marketing site for a B2B SaaS product including illustrations and motion. Delivered for client engagement.,2023-10-16,1
0a2f8f47-f0e3-416b-bb72-f7378324d584,af7bfb0c-d60e-4c00-bd66-aa79939138bc,Design Engagement — 2025,Completed project: Mobile app redesign cutting onboarding drop-off from 60% to 25%. Delivered for client engagement.,2025-11-04,1
f93abe8a-016e-4abe-b16b-6baf99ec831c,af7bfb0c-d60e-4c00-bd66-aa79939138bc,Design Showcase: Design system covering 80 components with light/da,Design system covering 80 components with light/dark themes and tokens. Personal/showcase project; full case-study available on request. Tech stack reflects core Design expertise.,2025-12-04,0
8bb2fa74-696c-4304-8737-af9ab997af76,01e941c7-2612-457d-8545-e10e2e4a08f2,Devops Showcase: On-call rotation with PagerDuty integration and ru,On-call rotation with PagerDuty integration and runbook automation. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.,2024-04-13,0
7a7b2518-6410-4b4e-87a3-1db7d7e1a4df,cd7572c6-7619-46ec-845e-bb3cbb4b6db6,Ml Ai Showcase: Image-tagging model deployed via FastAPI with GPU ,Image-tagging model deployed via FastAPI with GPU autoscaling on Kubernetes. Personal/showcase project; full case-study available on request. Tech stack reflects core Ml Ai expertise.,2023-04-19,0
256f2301-6a22-4459-934f-423c73f70485,cd7572c6-7619-46ec-845e-bb3cbb4b6db6,Ml Ai Engagement — 2026,Completed project: Document RAG pipeline retrieving from 50k internal PDFs with citation tracking. Delivered for client engagement.,2026-01-03,1
cd3122c3-8d1e-42ae-8175-f9e6e7de2f2c,cd7572c6-7619-46ec-845e-bb3cbb4b6db6,Ml Ai Showcase: Customer-support classifier reducing first-respons,Customer-support classifier reducing first-response time by 40%. Personal/showcase project; full case-study available on request. Tech stack reflects core Ml Ai expertise.,2025-05-08,0
10bf733a-d774-490e-817f-fa6f97d3612e,cd7572c6-7619-46ec-845e-bb3cbb4b6db6,Ml Ai Engagement — 2025,Completed project: Image-tagging model deployed via FastAPI with GPU autoscaling on Kubernetes. Delivered for client engagement.,2025-07-07,1
cdc2f743-68de-4ee4-905c-4cc364bcabcd,cd7572c6-7619-46ec-845e-bb3cbb4b6db6,Ml Ai Engagement — 2024,Completed project: Document RAG pipeline retrieving from 50k internal PDFs with citation tracking. Delivered for client engagement.,2024-10-10,1
5c1fa0b9-faef-473d-be21-e3c75ec3bba9,71a0766e-e64a-45c2-a0d3-5d7e86d8be47,"Design Showcase: Brand redesign for an EdTech startup — logo, type ","Brand redesign for an EdTech startup — logo, type system, web and print collateral. Personal/showcase project; full case-study available on request. Tech stack reflects core Design expertise.",2023-01-19,0
555f4beb-8e56-4ef4-804e-4d486205b017,71a0766e-e64a-45c2-a0d3-5d7e86d8be47,Design Showcase: Marketing site for a B2B SaaS product including il,Marketing site for a B2B SaaS product including illustrations and motion. Personal/showcase project; full case-study available on request. Tech stack reflects core Design expertise.,2024-05-13,0
85724faf-104e-4ddf-bb45-9ca06a886bb1,71a0766e-e64a-45c2-a0d3-5d7e86d8be47,Design Showcase: Design system covering 80 components with light/da,Design system covering 80 components with light/dark themes and tokens. Personal/showcase project; full case-study available on request. Tech stack reflects core Design expertise.,2022-10-21,0
e62b1033-8bc8-4178-97ae-1524c05ef954,71a0766e-e64a-45c2-a0d3-5d7e86d8be47,Design Showcase: Design system covering 80 components with light/da,Design system covering 80 components with light/dark themes and tokens. Personal/showcase project; full case-study available on request. Tech stack reflects core Design expertise.,2023-11-15,0
8236b9b1-fce8-4a61-b39d-2936c129af38,71a0766e-e64a-45c2-a0d3-5d7e86d8be47,Design Engagement — 2025,Completed project: Marketing site for a B2B SaaS product including illustrations and motion. Delivered for client engagement.,2025-01-08,1
1c53beb4-3cc5-435e-97ed-dd7e37cd151d,7cc26ff9-b49c-4b93-8601-deb63b6ac6f1,Blockchain Engagement — 2023,Completed project: DAO governance module with weighted voting and on-chain proposal storage. Delivered for client engagement.,2023-09-16,1
b500a8d9-81de-4128-835b-c2552176f533,7cc26ff9-b49c-4b93-8601-deb63b6ac6f1,Blockchain Engagement — 2022,Completed project: NFT minting contract with lazy-mint pattern saving 60% gas vs eager mint. Delivered for client engagement.,2022-05-24,1
acd9c8e3-0353-40db-9057-7d2d52b120ee,7cc26ff9-b49c-4b93-8601-deb63b6ac6f1,Blockchain Engagement — 2023,Completed project: DAO governance module with weighted voting and on-chain proposal storage. Delivered for client engagement.,2023-04-19,1
d696b638-cad1-43ce-98aa-d714dcc0a32c,7cc26ff9-b49c-4b93-8601-deb63b6ac6f1,Blockchain Engagement — 2023,Completed project: DAO governance module with weighted voting and on-chain proposal storage. Delivered for client engagement.,2023-09-16,1
ecfb1690-e29f-4042-ad3e-36bc84a08e32,179028af-2ad2-4e58-a68b-ce2cadb6b33e,Ml Ai Showcase: Resume parser extracting structured fields with co,Resume parser extracting structured fields with confidence scores. Personal/showcase project; full case-study available on request. Tech stack reflects core Ml Ai expertise.,2022-11-20,0
27e40d02-4a04-4f68-ab9a-5b78336e82ce,179028af-2ad2-4e58-a68b-ce2cadb6b33e,Ml Ai Engagement — 2022,Completed project: Document RAG pipeline retrieving from 50k internal PDFs with citation tracking. Delivered for client engagement.,2022-12-20,1
6ae50ffb-36ef-4b1f-9891-9bdd7e521b0b,514ca1e9-03cf-45ea-b5de-2bbed316dd81,Devops Engagement — 2025,"Completed project: Set up Terraform modules for repeatable VPC, RDS, and IAM provisioning. Delivered for client engagement.",2025-02-07,1
025c3405-9f02-4b64-9ad0-36cf0ef011fe,514ca1e9-03cf-45ea-b5de-2bbed316dd81,Devops Engagement — 2023,"Completed project: Centralised logging with Loki + Grafana, retention tuned for 30 days. Delivered for client engagement.",2023-07-18,1
182b2154-8660-4b40-a26e-6a901306b0e1,73aa9f07-5542-48b5-8597-f9520adfa6b6,Ml Ai Showcase: Resume parser extracting structured fields with co,Resume parser extracting structured fields with confidence scores. Personal/showcase project; full case-study available on request. Tech stack reflects core Ml Ai expertise.,2023-03-20,0
d36e522a-5906-46a1-87ca-be4dea0e78f4,73aa9f07-5542-48b5-8597-f9520adfa6b6,Ml Ai Showcase: Image-tagging model deployed via FastAPI with GPU ,Image-tagging model deployed via FastAPI with GPU autoscaling on Kubernetes. Personal/showcase project; full case-study available on request. Tech stack reflects core Ml Ai expertise.,2022-06-23,0
8e82fd1b-648f-479e-9adc-ff0c8fe0c00c,73aa9f07-5542-48b5-8597-f9520adfa6b6,Ml Ai Engagement — 2022,Completed project: Document RAG pipeline retrieving from 50k internal PDFs with citation tracking. Delivered for client engagement.,2022-07-23,1
ba58b054-6f9b-495f-a920-a64c7ec17a31,73aa9f07-5542-48b5-8597-f9520adfa6b6,Ml Ai Engagement — 2025,Completed project: Image-tagging model deployed via FastAPI with GPU autoscaling on Kubernetes. Delivered for client engagement.,2025-12-04,1
811640cf-54fc-4a44-a090-f58063bd657a,73aa9f07-5542-48b5-8597-f9520adfa6b6,Ml Ai Engagement — 2024,Completed project: Customer-support classifier reducing first-response time by 40%. Delivered for client engagement.,2024-12-09,1
a9905b65-e6ba-497d-b256-86b564b74866,971f688c-ee5f-4381-8638-b299d3827c8e,Frontend Engagement — 2024,Completed project: Marketing landing page with WebGL hero and 95+ Lighthouse score. Delivered for client engagement.,2024-05-13,1
109c9d3e-0012-4ab5-acd9-42b439cd1532,c929feeb-46c7-4409-9fbd-3ff7eeda9bfc,Mobile Engagement — 2024,Completed project: Banking transaction history with biometric login and offline view. Delivered for client engagement.,2024-06-12,1
d54bbe11-572f-428c-98cf-1cd5feef61dc,c929feeb-46c7-4409-9fbd-3ff7eeda9bfc,"Mobile Showcase: Food-delivery rider app with GPS tracking, push no","Food-delivery rider app with GPS tracking, push notifications, in-app payments. Personal/showcase project; full case-study available on request. Tech stack reflects core Mobile expertise.",2023-10-16,0
806562d3-9e18-4fbd-85a4-05e2c5b5bc88,bb4e56e7-bdc2-4f20-95ff-0012c4ed4a4e,Backend Showcase: Stripe-style webhook receiver with idempotent retr,Stripe-style webhook receiver with idempotent retries and dead-letter handling. Personal/showcase project; full case-study available on request. Tech stack reflects core Backend expertise.,2024-08-11,0
54c7fb08-d510-4b83-b3fe-73ac6bdd62d6,bb4e56e7-bdc2-4f20-95ff-0012c4ed4a4e,Backend Engagement — 2022,Completed project: Stripe-style webhook receiver with idempotent retries and dead-letter handling. Delivered for client engagement.,2022-11-20,1
018cedf2-7bdd-4098-abef-303b81f78eea,64687f42-c8b2-427e-9380-fd48420a88dc,Design Showcase: Internal tool UX overhaul reducing support tickets,Internal tool UX overhaul reducing support tickets by 30%. Personal/showcase project; full case-study available on request. Tech stack reflects core Design expertise.,2025-06-07,0
6216e3f6-f1b6-48c4-98b0-9732d620f890,64687f42-c8b2-427e-9380-fd48420a88dc,Design Engagement — 2023,Completed project: Marketing site for a B2B SaaS product including illustrations and motion. Delivered for client engagement.,2023-05-19,1
4e8ae932-d78d-48fb-8330-eeb28a626950,6e204982-852e-4b39-a2ca-739c04c8d348,Design Engagement — 2025,Completed project: Marketing site for a B2B SaaS product including illustrations and motion. Delivered for client engagement.,2025-10-05,1
df3fc7f9-b77a-4e9b-a236-8116c05a7848,6e204982-852e-4b39-a2ca-739c04c8d348,Design Showcase: Design system covering 80 components with light/da,Design system covering 80 components with light/dark themes and tokens. Personal/showcase project; full case-study available on request. Tech stack reflects core Design expertise.,2024-12-09,0
7946e132-3f64-4ccd-a6fc-f61cfc03a234,6e204982-852e-4b39-a2ca-739c04c8d348,Design Engagement — 2024,"Completed project: Brand redesign for an EdTech startup — logo, type system, web and print collateral. Delivered for client engagement.",2024-06-12,1
64ddbe47-14ec-4d75-bd35-83c23bb2d2bd,6e204982-852e-4b39-a2ca-739c04c8d348,Design Engagement — 2024,Completed project: Mobile app redesign cutting onboarding drop-off from 60% to 25%. Delivered for client engagement.,2024-03-14,1
a552cc2f-263b-40da-ab58-d26868fa54c0,fae72237-54ab-4a31-8b89-c0936a2735a7,"Devops Showcase: Set up Terraform modules for repeatable VPC, RDS, ","Set up Terraform modules for repeatable VPC, RDS, and IAM provisioning. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.",2023-05-19,0
5dcb44bc-d46a-4759-ad37-062ed50c7703,fae72237-54ab-4a31-8b89-c0936a2735a7,Devops Engagement — 2022,"Completed project: Migrated a monolith to ECS Fargate, cutting deploy time from 25 to 4 minutes. Delivered for client engagement.",2022-09-21,1
34b2d2ad-3741-4060-8a8c-972cadcf0b04,42040523-07c1-473c-a69d-0699b4678704,Ml Ai Engagement — 2023,Completed project: Image-tagging model deployed via FastAPI with GPU autoscaling on Kubernetes. Delivered for client engagement.,2023-02-18,1
82bb31a1-b414-4cba-9110-288ea51352aa,42040523-07c1-473c-a69d-0699b4678704,Ml Ai Showcase: Image-tagging model deployed via FastAPI with GPU ,Image-tagging model deployed via FastAPI with GPU autoscaling on Kubernetes. Personal/showcase project; full case-study available on request. Tech stack reflects core Ml Ai expertise.,2025-03-09,0
a3ce1979-7d37-402b-8168-1b31ba1b7864,16154e7b-4032-4c53-b3eb-877997510bda,Frontend Engagement — 2024,Completed project: Admin panel with role-based access control and granular permission editing. Delivered for client engagement.,2024-11-09,1
a74706c9-b9b5-4376-a643-23f5f2a763a6,16154e7b-4032-4c53-b3eb-877997510bda,"Frontend Showcase: Customer dashboard with charting, filtering, and C","Customer dashboard with charting, filtering, and CSV export — handles 200k rows. Personal/showcase project; full case-study available on request. Tech stack reflects core Frontend expertise.",2023-09-16,0
acdd7b6c-11bc-43b9-8c64-01ba27c53573,16154e7b-4032-4c53-b3eb-877997510bda,Frontend Engagement — 2024,Completed project: Marketing landing page with WebGL hero and 95+ Lighthouse score. Delivered for client engagement.,2024-09-10,1
55b89bad-bcb1-4971-92f7-8bf6901aa49a,16154e7b-4032-4c53-b3eb-877997510bda,Frontend Showcase: Multi-step onboarding flow with autosave and valid,Multi-step onboarding flow with autosave and validation across 12 fields. Personal/showcase project; full case-study available on request. Tech stack reflects core Frontend expertise.,2025-03-09,0
98c80ecc-fa83-4060-b6eb-efb94bb8e060,16154e7b-4032-4c53-b3eb-877997510bda,Frontend Engagement — 2023,"Completed project: Real-time chat UI with typing indicators, read receipts, and file uploads. Delivered for client engagement.",2023-11-15,1
eafc8303-0c5a-492f-bfc0-e498f350d844,e4f7f0f8-85fc-4a2a-a999-83a0716ba62c,Frontend Showcase: Multi-step onboarding flow with autosave and valid,Multi-step onboarding flow with autosave and validation across 12 fields. Personal/showcase project; full case-study available on request. Tech stack reflects core Frontend expertise.,2024-03-14,0
2d973ae2-6b12-4f32-b578-e3cba88a10bf,e4f7f0f8-85fc-4a2a-a999-83a0716ba62c,Frontend Engagement — 2024,Completed project: Marketing landing page with WebGL hero and 95+ Lighthouse score. Delivered for client engagement.,2024-07-12,1
378e0aec-bf28-443a-bbdb-210e65a18031,e4f7f0f8-85fc-4a2a-a999-83a0716ba62c,Frontend Engagement — 2024,"Completed project: Real-time chat UI with typing indicators, read receipts, and file uploads. Delivered for client engagement.",2024-09-10,1
72e82662-69cf-42eb-af94-fb206f1735c3,28fa2a68-7f29-490a-b60f-58b3e5a353b0,Devops Engagement — 2024,Completed project: On-call rotation with PagerDuty integration and runbook automation. Delivered for client engagement.,2024-12-09,1
935cac5a-1e83-4751-90a9-42d5ce817ccd,28fa2a68-7f29-490a-b60f-58b3e5a353b0,"Devops Showcase: Migrated a monolith to ECS Fargate, cutting deploy","Migrated a monolith to ECS Fargate, cutting deploy time from 25 to 4 minutes. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.",2025-04-08,0
19d1bdb1-5ba6-4255-ae94-add40ff25de9,28fa2a68-7f29-490a-b60f-58b3e5a353b0,Devops Engagement — 2025,"Completed project: Set up Terraform modules for repeatable VPC, RDS, and IAM provisioning. Delivered for client engagement.",2025-03-09,1
b5bcf805-82d0-4129-94fe-ca4e217d0a94,e4178bd2-40a1-4075-8e98-ad61bb2361d3,Backend Showcase: ETL pipeline ingesting nightly batches into Postgr,ETL pipeline ingesting nightly batches into PostgreSQL with Airflow scheduling. Personal/showcase project; full case-study available on request. Tech stack reflects core Backend expertise.,2026-03-04,0
e821ab04-2788-429e-821f-edca8ea3b393,e4178bd2-40a1-4075-8e98-ad61bb2361d3,Backend Engagement — 2023,Completed project: Stripe-style webhook receiver with idempotent retries and dead-letter handling. Delivered for client engagement.,2023-01-19,1
dbf5c38b-5041-405e-972c-6d4d5d398270,e4178bd2-40a1-4075-8e98-ad61bb2361d3,Backend Showcase: ETL pipeline ingesting nightly batches into Postgr,ETL pipeline ingesting nightly batches into PostgreSQL with Airflow scheduling. Personal/showcase project; full case-study available on request. Tech stack reflects core Backend expertise.,2025-10-05,0
72735dbc-1450-4ba3-8cc1-6eb10695e926,e4178bd2-40a1-4075-8e98-ad61bb2361d3,Backend Engagement — 2024,Completed project: ETL pipeline ingesting nightly batches into PostgreSQL with Airflow scheduling. Delivered for client engagement.,2024-04-13,1
3d28ced4-bb01-4843-9538-7d70d501f3e8,b7310cde-1f68-489f-8d7c-03c2f67922d7,Design Showcase: Internal tool UX overhaul reducing support tickets,Internal tool UX overhaul reducing support tickets by 30%. Personal/showcase project; full case-study available on request. Tech stack reflects core Design expertise.,2023-02-18,0
314b4d0b-57f1-45e9-be91-3753de0fb553,b7310cde-1f68-489f-8d7c-03c2f67922d7,Design Engagement — 2026,Completed project: Marketing site for a B2B SaaS product including illustrations and motion. Delivered for client engagement.,2026-01-03,1
a2a8e83d-ddf9-4c5a-8296-dd67b2cbedfb,b7310cde-1f68-489f-8d7c-03c2f67922d7,Design Engagement — 2023,Completed project: Mobile app redesign cutting onboarding drop-off from 60% to 25%. Delivered for client engagement.,2023-06-18,1
41670334-2a0c-47fc-9914-2076d2f727c9,b7310cde-1f68-489f-8d7c-03c2f67922d7,Design Engagement — 2025,Completed project: Design system covering 80 components with light/dark themes and tokens. Delivered for client engagement.,2025-11-04,1
4ed86e20-c0b8-41fa-8d52-2fabac2da040,b7310cde-1f68-489f-8d7c-03c2f67922d7,Design Showcase: Mobile app redesign cutting onboarding drop-off fr,Mobile app redesign cutting onboarding drop-off from 60% to 25%. Personal/showcase project; full case-study available on request. Tech stack reflects core Design expertise.,2024-06-12,0
c0f8638b-263e-4722-a8ec-e89dae178237,c5cbf810-c21c-48b8-924b-1f6f55130506,"Devops Showcase: Centralised logging with Loki + Grafana, retention","Centralised logging with Loki + Grafana, retention tuned for 30 days. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.",2024-05-13,0
d9b26eed-f8de-424d-9040-ca27dad87613,c5cbf810-c21c-48b8-924b-1f6f55130506,Devops Engagement — 2024,"Completed project: Set up Terraform modules for repeatable VPC, RDS, and IAM provisioning. Delivered for client engagement.",2024-04-13,1
6d611a19-784e-4b36-b884-b382da91753b,8b4dbe35-2809-4540-996a-ad4b1ffc3840,Devops Showcase: Implemented blue/green deploys with automated roll,Implemented blue/green deploys with automated rollback on failed health checks. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.,2023-12-15,0
cb75b499-1888-4e0d-944f-81850e28e603,8b4dbe35-2809-4540-996a-ad4b1ffc3840,Devops Showcase: Implemented blue/green deploys with automated roll,Implemented blue/green deploys with automated rollback on failed health checks. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.,2024-04-13,0
bf60819f-8c8c-442d-b66e-2dec750e9fbe,8b4dbe35-2809-4540-996a-ad4b1ffc3840,"Devops Showcase: Set up Terraform modules for repeatable VPC, RDS, ","Set up Terraform modules for repeatable VPC, RDS, and IAM provisioning. Personal/showcase project; full case-study available on request. Tech stack reflects core Devops expertise.",2025-05-08,0
7c69eaad-552a-426c-b876-3d16bbd94125,9dff7fb5-6561-404d-a773-0e47a5046bca,Mobile Engagement — 2023,"Completed project: Food-delivery rider app with GPS tracking, push notifications, in-app payments. Delivered for client engagement.",2023-06-18,1
fbfac3b2-4c7d-4efc-952c-c829c1fe338e,9dff7fb5-6561-404d-a773-0e47a5046bca,Mobile Showcase: Health-tracking iOS app with HealthKit and Apple W,Health-tracking iOS app with HealthKit and Apple Watch companion. Personal/showcase project; full case-study available on request. Tech stack reflects core Mobile expertise.,2023-09-16,0
817ff98b-079b-4a8f-b74c-b9dcf7a48044,9dff7fb5-6561-404d-a773-0e47a5046bca,Mobile Showcase: Health-tracking iOS app with HealthKit and Apple W,Health-tracking iOS app with HealthKit and Apple Watch companion. Personal/showcase project; full case-study available on request. Tech stack reflects core Mobile expertise.,2024-04-13,0
cb29af1f-8b20-47c5-b820-bf735151fd1a,9dff7fb5-6561-404d-a773-0e47a5046bca,Mobile Showcase: Banking transaction history with biometric login a,Banking transaction history with biometric login and offline view. Personal/showcase project; full case-study available on request. Tech stack reflects core Mobile expertise.,2026-03-04,0
c5956e2c-bc13-441b-ae78-060595072d5a,821c087d-4de8-4a86-8296-20248103c2a9,Blockchain Engagement — 2026,Completed project: Audited and patched a lending protocol — disclosed two medium findings. Delivered for client engagement.,2026-04-03,1
0084ae66-1a44-482d-b6d7-2138f6471839,821c087d-4de8-4a86-8296-20248103c2a9,Blockchain Showcase: Cross-chain bridge between Ethereum and Polygon us,Cross-chain bridge between Ethereum and Polygon using lock-and-mint. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2024-01-14,0
1c923412-bb2e-4216-9206-e294e3d09a74,821c087d-4de8-4a86-8296-20248103c2a9,Blockchain Engagement — 2025,Completed project: Audited and patched a lending protocol — disclosed two medium findings. Delivered for client engagement.,2025-01-08,1
425fb95d-5640-4ea9-9e78-ecb56cf473d7,1affda2b-b909-49f6-932c-a642e28411d5,Blockchain Engagement — 2024,Completed project: Cross-chain bridge between Ethereum and Polygon using lock-and-mint. Delivered for client engagement.,2024-12-09,1
22f37fbd-1e14-43aa-ab46-28ad2fb66e08,1affda2b-b909-49f6-932c-a642e28411d5,Blockchain Showcase: Cross-chain bridge between Ethereum and Polygon us,Cross-chain bridge between Ethereum and Polygon using lock-and-mint. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2024-09-10,0
b79f7210-7f26-440f-945b-b798cd427156,1affda2b-b909-49f6-932c-a642e28411d5,Blockchain Engagement — 2025,Completed project: Audited and patched a lending protocol — disclosed two medium findings. Delivered for client engagement.,2025-11-04,1
12fa66b1-a4c4-4b9f-aeb9-186ed7821667,1affda2b-b909-49f6-932c-a642e28411d5,Blockchain Engagement — 2022,Completed project: DAO governance module with weighted voting and on-chain proposal storage. Delivered for client engagement.,2022-07-23,1
65fb8563-a45e-42fc-8a0b-3fed044abd56,1affda2b-b909-49f6-932c-a642e28411d5,Blockchain Showcase: DEX router supporting Uniswap V3 and SushiSwap wit,DEX router supporting Uniswap V3 and SushiSwap with slippage protection. Personal/showcase project; full case-study available on request. Tech stack reflects core Blockchain expertise.,2023-02-18,0
c490d554-28f8-4d30-88a4-64e75fb616d4,c0f7110c-aa1f-4ba7-a7b1-b6b0098ecdb8,Mobile Showcase: Banking transaction history with biometric login a,Banking transaction history with biometric login and offline view. Personal/showcase project; full case-study available on request. Tech stack reflects core Mobile expertise.,2026-02-02,0
8d3e63be-ad66-4ff5-bfd3-a08ffc047eac,c0f7110c-aa1f-4ba7-a7b1-b6b0098ecdb8,Mobile Engagement — 2023,Completed project: Travel itinerary builder with airline schedule sync and weather overlays. Delivered for client engagement.,2023-12-15,1
70474c78-32fb-42c3-961c-7e0143278659,c0f7110c-aa1f-4ba7-a7b1-b6b0098ecdb8,Mobile Showcase: Travel itinerary builder with airline schedule syn,Travel itinerary builder with airline schedule sync and weather overlays. Personal/showcase project; full case-study available on request. Tech stack reflects core Mobile expertise.,2024-09-10,0
f859abbf-8593-450e-b101-0128ab7430aa,85369b75-dce1-4c24-acd8-355d48307eca,Design Engagement — 2026,Completed project: Marketing site for a B2B SaaS product including illustrations and motion. Delivered for client engagement.,2026-01-03,1
49a80465-41e0-483c-975f-fc74a39ea2a8,85369b75-dce1-4c24-acd8-355d48307eca,Design Engagement — 2025,Completed project: Design system covering 80 components with light/dark themes and tokens. Delivered for client engagement.,2025-02-07,1
9f52c2b4-a78a-4dcb-83da-99897e2de494,85369b75-dce1-4c24-acd8-355d48307eca,Design Engagement — 2022,Completed project: Internal tool UX overhaul reducing support tickets by 30%. Delivered for client engagement.,2022-07-23,1
2041d6f4-ce42-4d8c-bb73-dfe20b80a2aa,e9924e9d-26c6-4262-82c5-4d15d6618098,Mobile Engagement — 2023,Completed project: Health-tracking iOS app with HealthKit and Apple Watch companion. Delivered for client engagement.,2023-08-17,1
